ID,Code,Name,Total FTEs,Total Revenue,Data Collection View,Region,Division,Industry Sector,Mapping Division,Note,Gamma,KT
710,6650,Daiwa House,21977,1931253,Corporate center only,Industrialized Asia,Construction,Building Construction General Contractors And Operative Builders,Construction,,Sumit,Mai

711,6651,MM Warburg - 2018,"609,4","121,7",Total company,Western Europe,Finance & Insurance & Real Estate ,"Security And Commodity Brokers, Dealers, Exchanges, And Services",Finance & Insurance & Real Estate ,,Pintu,Carlos

712,6652,MM Warburg - 2019,583,152,Total company,Western Europe,Finance & Insurance & Real Estate ,"Security And Commodity Brokers, Dealers, Exchanges, And Services",Finance & Insurance & Real Estate ,,Pintu,Carlos

713,6654,ITV,2974,2578,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Pragya

714,6656,Wells Fargo,301299,86400,Total company,North America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Phil,Allison

715,6657,Anglo American Brazil,3687,2891,Total company,South America,Mining,Metal Mining,Mining,,Novo,Aditi

716,6658,Bridgestone,40026,14606,Total company,North America,Manufacturing,Rubber And Miscellaneous Plastics Products,Manufacturing,,Phil,Allison

717,6661,US Foods,25230,21800,Total company,North America,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,Novo,Allison

718,6662,UNFI,19000,25200,Total company,North America,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,Novo,Ajay

719,6663,Grosvenor,614,1200,Total company,North America,Finance & Insurance & Real Estate ,Real Estate,Finance & Insurance & Real Estate ,,Novo,Allison

720,6665,Medtronic,106357,28913,Total company,North America,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,Phil,Lena

721,6667,ACI Worldwide,3883,1050,Total company,North America,Services,Business Services,Services,,Phil,Lena

722,6670,ATD,4223,5300,Total company,North America,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,Phil,Allison

723,6672,Suntory,40405,2097900,Total company,Industrialized Asia,Manufacturing,Food And Kindred Products,Manufacturing,,Arhan,Jonas

724,6674,Arauco,17049,"5329,21",Total company,South America,Agriculture & Forestry & Fishing,Forestry,Agriculture & Forestry & Fishing,,Phil,Tamara/Lena

725,6680,Johnson Controls - ADT,372,"85,86",Business unit/ Division: Country organization (geography),South America,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,Pintu,Alison

726,6681,Johnson Controls - Sensormatic,257,"134,7",Business unit/ Division: Country organization (geography),South America,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,Pintu,Alison

727,6682,Johnson Controls - JCI,949,"263,9",Business unit/ Division: Country organization (geography),South America,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,Pintu,Alison

728,6684,JSR Corp.,2807,215942,Corporate center only,Industrialized Asia,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Subhrajyoti,Allison

729,6685,Johnson Controls - All BU,1594,"484,46",Business unit/ Division: Country organization (geography),South America,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Retail Trade,,Pintu,Alison

730,6686,HOERBIGER,"6019,2","1090,8",Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Sumit,Tamara

731,6687,Rolls Royce,23179,2600,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Sumit,Allison

732,6688,Axpo Group - CKW,"1224,1","660,14",Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Jonas

733,6689,M&T Bank,17391,6455,Total company,North America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Novo,Lena

734,6690,Piraeus bank,10573,2178,Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Subhrajyoti,Carlos

735,6693,Maple Leaf Foods,1036,"3491,5",Business unit/ Division: Functional organization,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Phil,0

736,6694,Marine Farms,1264,"194,96",Total company,South America,Agriculture & Forestry & Fishing,Agriculture production livestock and animal specialties,Agriculture & Forestry & Fishing,,Phil,Lena

737,6695,Suncor,13000,38300,Total company,North America,Mining,Oil And Gas Extraction,Mining,,0,0

738,6696,Ocyan,1951,663,Total company,South America,Mining,Oil And Gas Extraction,Mining,,Ashima,Mai

739,6697,Sanofi,3210,949,Business unit/ Division: Functional organization,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Pintu,Mai

740,6698,Evergy,5311,"5147,8",Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,0

741,6702,Suar,5035,1155,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Jonas

742,6709,Copagaz,1837,"2630,85",Total company,South America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Allison

743,6711,Silicon Labs,1849,858,Corporate center only,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Phil,0

744,6712,DTAC,6342,62100,Total company,Southeast & Central Asia,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Riya,0

745,6713,Grupo Bimbo Full Comp,149613,15154,Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Novo,Allison

746,6714,Merit Medical,"6211,6","994,85",Total company,North America,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,0,0

747,6719,Axpo Group - Parent company Axpo,"4689,1","4653,14",Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Jonas

748,6720,Alnylam,1556,"219,75",Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Phil,Allison

749,6723,Beam Suntory,4764,"4790,2",Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Novo,Lena

750,6726,Rolls Royce _Business Unit,4975,2600,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Sumit,Allison

751,6728,Holland America Group,35227,5400,Total company,North America,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",Services,,Phil,Allison

752,6731,TINE,4025,18819,Corporate center only,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Sumit,Jonas

753,6733,NOVO BANCO,4303,802,Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Pintu,Parth

754,6735,BNP PARIBAS CARDIF,2584,907,Business unit/ Division: Country organization (geography),Western Europe,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Pintu,Tamara

755,6736,Bayer,103000,43540,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Ashima,Shweta

756,6739,CPSI,1982,"274,6",Total company,North America,Services,Health Services,Services,,Phil,Allison

757,6740,Nokia,86336,23315,Total company,Western Europe,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Ashima,Tamara

758,6741,Advanced Auto Parts,68378,9600,Corporate center only,North America,Retail Trade,Miscellaneous Retail,Retail Trade,,Novo,Ajay

759,6743,Kone,60834,9982,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,Duplicate,Priscilla,Martin

760,6744,BNP Paribas Cardif - Japan,289,117,Business unit/ Division: Country organization (geography),Industrialized Asia,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Pintu,Tamara

761,6745,BNP Paribas Cardif - Taiwan,271,88,Business unit/ Division: Country organization (geography),Industrialized Asia,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Pintu,Tamara

762,6746,BNP Paribas Cardif - Chile,"493,5",80,Business unit/ Division: Country organization (geography),South America,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Pintu,Tamara

763,6747,BNP Paribas Cardif - Brazil,410,109,Business unit/ Division: Country organization (geography),South America,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Pintu,Tamara

764,6751,Grupo Bimbo Corp Only,149613,15154,Corporate center only,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Novo,Allison

765,6753,Sigma,8788,"6463,46",Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Phil,0

766,6756,VTR,1770,963,Business unit/ Division: Country organization (geography),South America,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Allison

767,6760,Grosvenor Group,948,"269,8",Total company,Western Europe,Finance & Insurance & Real Estate ,Real Estate,Finance & Insurance & Real Estate ,,Phil,Jonas

768,6762,Parkland Corporation,2673,10635,Total company,North America,Manufacturing,Petroleum Refining And Related Industries,Manufacturing,,Novo,Allison

769,6763,DSB,6661,12258,Corporate center only,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Railroad Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Allison

770,6764,Amgen,"27011,8",23360,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Phil,Allison

771,6765,Servier,220,120,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Novo,Allison

772,6766,Schuco,807,"271,3",Total company,Western Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Ashima,0

773,6767,National Grid,23718,14933,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Shweta

774,6769,ENERGIA BOGOTA,694,1321792,Business unit/ Division: Functional organization,South America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Shweta

775,6770,GALENICA,"5733,2","3314,5",Total company,Western Europe,Retail Trade,Miscellaneous Retail,Retail Trade,,Pintu,Martin

776,6776,7-Eleven,45000,17800,Corporate center only,North America,Retail Trade,Automotive Dealers And Gasoline Service Stations,Retail Trade,,Phil,Jonas

777,6777,Nordic Waters,189,653,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Arhan,Shweta Singh

778,6778,BSH,58000,13180,Business unit/ Division: Functional organization,Western Europe,Manufacturing,Furniture And Fixtures,Manufacturing,,Subhrajyoti,Ajay

779,6779,OTEKO,13000,16000,Total company,Eastern Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Water Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,Riya,Claire

780,6780,Eroski,28939,"3901,23",Total company,Western Europe,Retail Trade,Food Stores,Retail Trade,,Subhrajyoti,Ajay

781,6783,GALENICA BU Retail,"4649,5","1620,8",Business unit/ Division: Segment organization (customer),Western Europe,Retail Trade,General Merchandise Stores,Retail Trade,,Pintu,Martin

782,6784,GALENICA BU Wholesale,1358,2441,Business unit/ Division: Segment organization (customer),Western Europe,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Pintu,Martin

783,6785,Olympus Corp,5500,500,Business unit/ Division: Functional organization,Industrialized Asia,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,Arhan,Parth

785,6789,Singtel (CC_TMT),"22608,6",16542,Corporate center only,Industrialized Asia,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Arhan,Ajay

786,6790,Melco,12296,317600,Business unit/ Division: Functional organization,Industrialized Asia,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Subhrajyoti,Parth

787,6794,ZOETIS SSC,10600,6260,Corporate center only,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Novo,Allison

788,6795,Bed Bath And Beyond,50000,11200,Corporate center only,North America,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores",Retail Trade,,Phil,Allison

790,6798,Empact,690,"543,18",Corporate center only,Western Europe,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",Services,,Priscilla,Parth

791,6800,Kedrion,2567,808,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Sumit,Mai

792,6804,NN,6939,NULL,Total company,Western Europe,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Sumit,Martin

793,6805,Astellas Pharma,15883,1300843,Total company,Industrialized Asia,Manufacturing,Pharmaceuticals,Manufacturing,,Arhan,Parth

794,6806,Cerberus- Confidential Manuf. Co,1371,"216,21",Total company,North America,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,Phil,Lena

795,6807,Entergy,13431,10880,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Lena

796,6808,Natura & Co,40000,7961,Corporate center only,South America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Ashima,Jonas

797,6809,CVC- Confidential Footwear Manufacturer,3500,800,Total company,Western Europe,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,Manufacturing,,Phil,Jonas

798,6813,Anglogold Ashanti - Brazil (BU),4696,"812,14",Business unit/ Division: Country organization (geography),South America,Mining,Metal Mining,Mining,,Pintu,Tamara

799,6815,Proximus,8923,3955,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Sumit,Jonas

800,6817,Singtel (Total Company),22508,16517,Total company,Industrialized Asia,Services,Business Services,Services,,Arhan,Ajay

801,6819,TMT Confidential,70000,42000,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,0

802,6820,Currenta,5191,1663,Total company,Western Europe,Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,Division and Industry sector mismatch,Phil,Martin

803,6822,AT&T,17628,55292,Business unit/ Division: Country organization (geography),North America,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Allison

804,6823,EnergyAustralia,2403,7102,Total company,Australia & Oceania,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Ashima,Zoe Van Gluick

805,6824,Holtzbrinck,1208,487,Total company,Western Europe,Manufacturing,"Printing, Publishing, And Allied Industries",Manufacturing,,Phil,Jonas

806,6826,VicTrack,370,"327,1",Business unit/ Division: Functional organization,Australia & Oceania,Transportation & Communications & Electric & Gas & Sanitary Services,Railroad Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Parth

807,6827,Campari,4020,1800,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Novo,Allison

808,6828,Houston First,148,135,Total company,North America,Public Administration ,"Justice, Public Order, And Safety",Public Administration ,,Phil,Allison

809,6829,Siemens Healthineers,"53588,8","14460,1",Total company,Western Europe,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,Phil,Jonas

810,6832,Rexel Germany (BU treated as total company - Data provided by Berner case team),1134,639,Total company,Western Europe,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Varun,Martin

811,6833,AXPO - BU,3615,"3650,65",Business unit/ Division: Country organization (geography),Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Jonas

812,6834,Sonoco,6475,2095,Total company,Western Europe,Manufacturing,Primary Metal Industries,Manufacturing,,Phil,Allison

814,6836,Advent,6334,2000,Total company,North America,Manufacturing,Transportation Equipment,Manufacturing,,Phil,Aditi

815,6837,Heidelberg,"9301,5",2200,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Phil,Martin

816,6838,IBM,350000,77147,Total company,North America,Services,Business Services,Services,,Phil,Aditi

817,6839,ABB (Manufacturing),1360,541,Business unit/ Division: Product organization,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Novo,Lena

820,6844,UNIPER Engineering - BU (UTG/L),683,"125,2",Business unit/ Division: Functional organization,Western Europe,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,Pintu,Jonas

821,6845,UNIPER Engineering - BU (UAS),398,"80,6",Business unit/ Division: Functional organization,Western Europe,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,Pintu,Jonas

822,6847,UNIPER Engineering - Total Company,1081,"205,8",Total company,Western Europe,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,Pintu,Jonas

823,6848,Singtel-NCS OPCO,"7295,5",2142,Total company,Industrialized Asia,Services,Business Services,Services,,Subhrajyoti,Ajay

824,6849,MBCC,"7531,7",2600,Business unit/ Division: Functional organization,Western Europe,Manufacturing,"Stone, Clay, Glass, And Concrete Products",Manufacturing,,Sumit,Tamara

825,6851,Deutsche Bank,84200,24000,Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Subhrajyoti,Carlos

827,6853,EQT,632,100,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,Sumit,Claire

828,6854,FIS,61799,12552,Total company,North America,Services,Miscellaneous Services,Services,,Novo,Aditi

829,6855,AstraZeneca,76048,26783,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Phil,Claire

830,6858,ENDEAVOUR+SEM,4799,1362121,Total company,Africa,Mining,Metal Mining,Mining,,Sumit,Mai

831,6859,Adecco,35000,23420,Business unit/ Division: Functional organization,Western Europe,Services,Personal Services,Services,,Novo,Terence

832,6860,Australian Government,"19789,4","122,95",Total company,Australia & Oceania,Public Administration ,"Public Finance, Taxation, And Monetary Policy",Public Administration ,,Sumit,Mai

833,6861,Aera Energy,1065,2000,Total company,North America,Mining,Oil And Gas Extraction,Mining,,Novo,Aditi

835,6864,Hilton Grand Vacations,8426,1838,Total company,North America,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",Services,,Phil,Lena

836,6865,ExxonMobil,72000,179784,Total company,North America,Manufacturing,Petroleum Refining And Related Industries,Manufacturing,,Phil,Aditi

837,6866,Luxottica- 2018,80000,9713,Corporate center only,North America,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,Manufacturing,,Phil,Aditi

838,6868,Berner,7019,931,Total company,Western Europe,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Varun,Martin

839,6869,Cardinal Health- At Home division,"2689,5",2016,Business unit/ Division: Product organization,North America,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Phil,Sarah

840,6870,Sirius XM,6100,8040,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Aditi

841,6871,canadian national railway,24210,14910,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,Railroad Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Allison

842,6872,Medifast,713,"934,8",Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Phil,Allison

843,6875,Transpetro,7827,8072,Total company,South America,Transportation & Communications & Electric & Gas & Sanitary Services,"Pipelines, Except Natural Gas",Transportation & Communications & Electric & Gas & Sanitary Services,,Ashima,Jonas

844,6877,VTG,2077,1218,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Railroad Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,Sumit,Martin

846,6879,Mercury Systems,2708,797,Total company,North America,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Phil,Sarah

847,6881,Advent,3300,1606,Total company,North America,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,Manufacturing,,0,0

850,6887,Aquapor-Portugal,1269,182,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Subhrajyoti,Shweta

852,6893,Aquapor-Spain,862,96,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Subhrajyoti,Shweta

853,6894,HEINEKEN,31804,13359,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Lena

855,6897,Natures Way,749,598,Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Novo,Allison

856,6899,Costa,1166,2000,Corporate center only,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Water Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Sarah

857,6901,BHP Billiton,34330,34110,Total company,Australia & Oceania,Mining,Metal Mining,Mining,,Subhrajyoti,Gregor

859,6906,Regal Beloit,29900,"4975,3",Total company,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Novo,Shweta

860,6908,Corelogic ,5392,1642,Total company,North America,Services,Business Services,Services,,Novo,Allison

861,6909,Woodside,"3669,9",3600,Total company,Australia & Oceania,Mining,Oil And Gas Extraction,Mining,,Subhrajyoti,Jonas

863,6911,HEINEKEN,31804,10629,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,0

865,6914,Herff Jones,1778,350,Corporate center only,North America,Manufacturing,Paper And Allied Products,Manufacturing,,Phil,0

866,6918,CNHI,65899,28865,Total company,Western Europe,Manufacturing,Transportation Equipment,Manufacturing,,Phil,0

867,6921,BPCE,17000,7300,Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Pintu,Sarah

870,6927,PGI,866,200,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Allison

871,6928,Clarivate,10944,2687,Business unit/ Division: Functional organization,North America,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,Novo,Sarah

872,6931,Hypertherm,1879,679,Total company,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Phil,0

873,6932,SIBUR,23000,523000,Corporate center only,Eastern Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Pintu,Parth

874,6935,Herman Miller,6645,3600,Total company,North America,Manufacturing,Furniture And Fixtures,Manufacturing,,Novo,Mai

875,6937,Entain,8547,"3628,5",Total company,Western Europe,Services,Amusement And Recreation Services,Services,,Pintu,Parth

876,6938,THYSSENKRUPP,103500,28900,Corporate center only,Western Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Novo,Mai

877,6940,Experian- BU (EMEA/APAC region),3053,460,Business unit/ Division: Country organization (geography),Western Europe,Services,Business Services,Services,,Phil,Lena

878,6942,LEO PHARMA,5723,1300,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Pintu,Parth

879,6943,Beluga,10000,63292,Total company,Eastern Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Martin

880,6944,Brookfield,6132,1500,Total company,North America,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Novo,Aditi

881,6945,Glatfelter,2104,916,Total company,North America,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,ashima,Parth

883,6947,BASF,3250,1200,Corporate center only,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Novo,Allison

884,6949,producer of batteries that was just acquired by a PE fund (Request from Gregor),851,230,Total company,Western Europe,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Pintu,Gregor

885,6952,MBBANKING TREE,6585,292,Total company,Southeast & Central Asia,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Pintu,Carlos

886,6954,URENCO,1760,1805,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Pintu,Jonas

887,6955,MBBANKING TREE,6585,292,Total company,Southeast & Central Asia,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Pintu,Carlos

888,6957,MAKINO MILLING MACHINE,4814,145000,Total company,Industrialized Asia,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Varun,Jonas

889,6958,MCP,1161,452,Total company,Industrialized Asia,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Pintu,Mai

890,6962,Belgian Post Group,25534,"2299,7",Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,United States Postal Service,Transportation & Communications & Electric & Gas & Sanitary Services,,Varun,Mai

891,6964,CORNELSEN ,1100,200,Business unit/ Division: Functional organization,Western Europe,Manufacturing,"Printing, Publishing, And Allied Industries",Manufacturing,,Sumit,Jonas

892,6966,Suncorp,"12939,7",14770,Business unit/ Division: Functional organization,Australia & Oceania,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Varun,Martin

893,6967,Indra,50610,3043,Total company,Western Europe,Services,Business Services,Services,,Varun,Sarah

894,6970,EnBW,15133,19694,Corporate center only,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Mai

895,6973,VEOLIA-SUEZ,6986,2070000,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Lena

896,6974,Verizon,167005,121292,Total company,North America,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Sarah

897,6976,FMC Inc,6447,"4642,1",Total company,North America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Novo,0

898,6977,Wolters Kluwer,21628,4599,Business unit/ Division: Segment organization (customer),Western Europe,Services,Business Services,Services,,Novo,0

899,6979,Mayne Pharma ,1085,457,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Novo,Sarah

900,6980,Statkraft (Total Company),3301,20960,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Akanksha,Jonas

